Name,Institution_Type,Address,District_City,State,Pincode,AICTE_Permanent_ID,Women_Only,Minority_Institution,Courses_Offered,Website,Source
"GOVERNMENT POLYTECHNIC, BHILIHILI, AZAMGARH(CENTRALLY ASSISTED)",Government,"VILL- BHILIHILI, P.O.- TARWA",Azamgarh,Uttar Pradesh,,1-44639735103,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
M.S.D.POLYTECHNIC COLLEGE,Private-Self Financing,"BALPUR, KHARAILA, SARAIPALTU",Azamgarh,Uttar Pradesh,,1-44639670144,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
MAA BUDDHA ENGINEERING AND TECHNOLOGY,Private-Self Financing,MAA BUDDHA NATIONAL INSTITUTE OF ENGG. & TECHNOLOGY,Azamgarh,Uttar Pradesh,,1-44641473367,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
MAA SHARDA INSTITUTE OF TECHNOLOGY,Private-Self Financing,"VILLAGE & POST- GAHAZI, TEHSIL- BURHANPUR",Azamgarh,Uttar Pradesh,,1-44638855627,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
MAA VAISHNO MAA SHARDA POLYTECHNIC,Private-Self Financing,"VILLAGE- KHORRAMPUR, POST- BELAOUN, TAHSIL- NIGAMABAD",Azamgarh,Uttar Pradesh,,1-44640337402,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
MAHARAJA SUHEL DEV STATE UNIVERSITY AZAMGARH,State Government University,ASPALPUR BASGIT,Azamgarh,Uttar Pradesh,,1-44787486633,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
NC POLYTECHNIC,Private-Self Financing,VILL BAGHWAR LATGHAT RAUNAPAR ROAD AZAMGARH,Azamgarh,Uttar Pradesh,,1-44638215563,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
NISTHA INSTITUTE OF SCIENCE AND TECHNOLOGY,Private-Self Financing,"NIST CAMPUS, OPPOSITE PIOLET WORKSHOP, NEAR BHAVARNATH, DEVPAR, AZAMGARH",Azamgarh,Uttar Pradesh,,1-44644583957,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
PURVANCHAL SNATKOTTAR MAHAVIDYALYA,Private-Self Financing,VILLAGE  RAMSUNDARPUR POST RANI KI SARAI,Azamgarh,Uttar Pradesh,,1-44644706506,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
RAJ NARAYAN SINGH SAMMOPUR POLYTECHNIC,Private-Self Financing,"VILLAGE- TAMMARPUR, POST- THEKMA",Azamgarh,Uttar Pradesh,,1-44638774443,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
"RAJKIYA ENGINEERING COLLEGE,AZAMGARH (FORMERLY MANYAWAR KANSHIRAM ENGINEERING COLLEGE OF INFORMATION TECHNOLOGY,AZAMGARH)",Government,"RAJKIYA ENGINEERING COLLEGE, AZAMGARH",Azamgarh,Uttar Pradesh,,1-44638310614,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
RUDRA POLYTECHNIC,Private-Self Financing,"VILLAGE & POST- GAURA, TEHSIL- MEHNAGAR",Azamgarh,Uttar Pradesh,,1-44638083856,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
SARVODAYA POLYTECHNIC COLLEGE,Private-Self Financing,MOH.- HARBANSHPUR POST- SADAR DISTT-AZAMGARH,Azamgarh,Uttar Pradesh,,1-44638250406,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
SAVITRIBAI PHULE GOVERNMENT POLYTECHNIC,Government,HARRA KI CHUNGI,Azamgarh,Uttar Pradesh,,1-44639895056,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
SHRI DURGA JI POLYTECHNIC INSTITUTE,Private-Self Financing,"VILL- SEHADA, PO- MAHARAJPUR, AZAMGARH",Azamgarh,Uttar Pradesh,,1-44643805853,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
SHRI KASHI CHANDRA DEV YADAV PRAVIDHIK SHIKSHAN SANSTHAN,Private-Self Financing,"VILLAGE- HAZIPUR POST- BAMHAUR, SADAR, AZAMGARH",Azamgarh,Uttar Pradesh,,1-44639864807,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
SWAMI SAHAJANAND POLYTECHNIC,Private-Self Financing,"VILLAGE & POST - PATWADH KAUTUK, BLOCK BILARIYAGANJ, TEHSIL SAGRI, AZAMGARH",Azamgarh,Uttar Pradesh,,1-44639499252,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
UDAYRAJ SINGH RAMPYARI INSTITUTE OF SCIENCE AND TECHNOLOGY,Private-Self Financing,"VILLAGE & POST- JALALPUR JAGNANDAN PATTI, POST- KAUDIA",Azamgarh,Uttar Pradesh,,1-44638110276,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
BARAUT COLLEGE OF EDUCATION,Private-Self Financing,GURANA AMINAGAR SARIA ROAD BARAUT,Bagpat,Uttar Pradesh,,1-44645009884,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
DIGAMBER JAIN POLYTECHNIC BARAUT,Govt aided,"BARKA ROAD,  BARAUT BAGHPAT",Bagpat,Uttar Pradesh,,1-44640346443,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
GAYATRI DEVI COLLEGE OF EDUCATION,Private-Self Financing,CHHAPRAULI ROAD,Bagpat,Uttar Pradesh,,1-44643834950,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
GOVERNMENT POLYTECHNIC KIRTHAL CHAPRAULI BAGPHAT,Government,"GOVERNMENT POLYTECHNIC,KIRTHAL,CHAPRAULI,TEHSIL- BARAUT, DISTRICT-BAGHPAT UP 250617",Bagpat,Uttar Pradesh,250617,1-44638483233,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
GOVERNMENT POLYTECHNIC KUTANA BARAUT,Government,"GOVERNMENT POLYTECHNIC KUTANA, BARAUT- BAGPAT",Bagpat,Uttar Pradesh,,1-44638276869,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
MAHARAJA AGRASEN COLLEGE OF HIGHER EDUCATION,Private-Self Financing,"NH 709B, DELHI SAHARANPUR ROAD, BAGHPAT, 250609",Bagpat,Uttar Pradesh,250609,1-44645021917,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
SAMRAT PRITHVIRAJ CHAUHAN DEGREE COLLEGE BAGHPAT,Private-Self Financing,NEAR MAHILA THANA MURADNAGAR ROAD,Bagpat,Uttar Pradesh,,1-44644542150,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
SHRI GOPICHAND INSTITUTE OF MANAGEMENT & TECHNOLOGY,Private-Self Financing,"GOPI NAGAR, AHERA POST - BAGHPAT, DISTT. - BAGHPAT (U.P) 250609",Bagpat,Uttar Pradesh,250609,1-44638750175,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
SYADWAD INSTITUTE OF HIGHER EDUCATION AND RESEARCH,Private-Self Financing,"RIVER PARK, DELHI SAHARANPUR ROAD,",Bagpat,Uttar Pradesh,,1-44643838345,N,Y,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
GOVERNMENT GIRLS POLYTECHNIC BAHRAICH,Government,"BESIDE GOVT. POLYTECHNIC BAHRAICH, ASSAM CHAURAHA, SALARPUR, BAHRAICH",Bahraich,Uttar Pradesh,,1-44790142733,Y,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
"GOVERNMENT GIRLS POLYTECHNIC, RISIA, NANPARA, BAHRAICH",Government,"GOVERNMENT GIRLS POLYTECHNIC, RISIA, NANPARA, BAHRAICH",Bahraich,Uttar Pradesh,,1-44638440178,Y,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
GOVERNMENT POLYTECHNIC BAHRAICH,Government,"ASSAM CHAURAHA, BHINGA ROAD, KALPIPARA",Bahraich,Uttar Pradesh,,1-44641126046,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
GOVERNMENT POLYTECHNIC MAHASI BAHRAICH,Government,"GATA NO.263, VILLAGE BHIRWA, MAHASI, BAHRAICH",Bahraich,Uttar Pradesh,,1-44756149124,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
"GOVERNMENT POLYTECHNIC MOHAMMAD PUR (GITI CAMPUS), BAHRAICH",Government,"GOVERNMENT POLYTECHNIC MOHAMMAD PUR (GITI CAMPUS), NANPARA ROAD,  BAHRAICH",Bahraich,Uttar Pradesh,,1-44639851372,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
BABA RAMDAL SURAJDEV POLYTECHNIC COLLEGE,Private-Self Financing,"VILL - PATNA,  POST - KANSO, TEHSIL - RASRA, DISTT - BALLIA",Ballia,Uttar Pradesh,,1-44638270515,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
CHANDRADEV MEMORIAL POLYTECHNIC COLLEGE,Private-Self Financing,"VILL - BARAULI, POST - BARAULI",Ballia,Uttar Pradesh,,1-44638947764,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
CHAUDHARY INSTITUTE OF TECHNOLOGY,Private-Self Financing,"VILLAGE- BISHUNPUR BARAWAN RATTI PATTI, POST- BARAWAN RATTI PATTI, TEHSIL- BELTHARA ROAD, DISTRICT- BALLIA",Ballia,Uttar Pradesh,,1-44638948203,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
GOVERNMENT GIRLS POLYTECHNIC BALLIA,Government,TIKHAMPUR BALLIA,Ballia,Uttar Pradesh,,1-44640253705,Y,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
GOVERNMENT POLYTECHNIC BANSHDEEH,Government,"VILL - HUSAINABAD,BANSHDEEH",Ballia,Uttar Pradesh,,1-44644570293,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
GOVERNMENT POLYTECHNIC JEGIRSAND,Government,"GOVERNMENT POLYTECHNIC JEGIRSAND, SIKANDERPUR,BALLIA",Ballia,Uttar Pradesh,,1-44641092371,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
JANNAYAK LATE BABU MANAGER SINGH GOVERNMENT POLYTECHNIC BAIRIYA BALLIA,Government,IBRAHIMABAD BAIRIYA BALLIA,Ballia,Uttar Pradesh,,1-44754361593,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
MAA SARASWATI SCIENCE AND TECHNOLOGY,Private-Self Financing,"VILLAGE & POST- GARWAR, TEHSIL- SADAR, DISTRICT- BALLIA",Ballia,Uttar Pradesh,,1-44756767813,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
S. S. BAPU INSTITUTE OF POLYTECHNIC,Private-Self Financing,"VILL - AKHOP, POST AKHOP, TEHSIL - BELTHARA ROAD, DISTT - BALLIA",Ballia,Uttar Pradesh,,1-44638295243,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
SHARDA NAND ANCHAL TECHNICAL INSTITUTE,Private-Self Financing,"CHAK MEHRALLI, (MAURAHA), POST - KARSI, DISTT - BALLIA",Ballia,Uttar Pradesh,,1-44638249052,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
SHRI SAHDEV PAUDHARIYA POLYTECHNIC COLLEGE,Private-Self Financing,"VILLAGE MANDA BAHAR KHADSARA, POST- RASRA, TEHSIL- RASRA",Ballia,Uttar Pradesh,,1-44639675917,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
SMT.FULEHRA SMARAK COLLEGE OF POLYTECHNIC,Private-Self Financing,"KAMTAILLA, RASRA, BALLIA (U.P.)",Ballia,Uttar Pradesh,,1-44639705688,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
"TOWN POLYTECHNIC,BALLIA",Govt aided,TIKHAM PUR BALLIA,Ballia,Uttar Pradesh,,1-44640154412,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
"CHHATRAPATI SAHU JI MAHARAJ GOVERNMENT POLYTECHNIC,BALRAMPUR",Government,"CHHATRAPATI SAHUJI MAHARAJ GOVERNMENT POLYTECHNIC, SURAHIYA DEWER POST - MAHUWA DHANI BALRAMPUR",Balrampur,Uttar Pradesh,,1-44640261731,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
GOVERNMENT POLYTECHNIC GHUGHALPUR BALARAMPUR,Government,"GHUGHALPUR, BALARAMPUR, UTTAR PRADESH",Balrampur,Uttar Pradesh,,1-44753493323,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
MAHARANI LAL KUNAWRI POST GRADUATE COLLEGE,Govt aided,TULSIPUR ROAD BALRAMPUR,Balrampur,Uttar Pradesh,,1-44644452786,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
"GOVERNMENT POLYTECHNIC ,NARAINI (BANDA) U.P.",Government,BADOKHAR,Banda,Uttar Pradesh,,1-44641540061,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
GOVERNMENT POLYTECHNIC BABERU BANDA,Government,VILLAGE BABERU BANDA,Banda,Uttar Pradesh,,1-44787282864,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
GOVERNMENT POLYTECHNIC BANDA,Government,CHILLA ROAD   NEAR KATAI MILL,Banda,Uttar Pradesh,,1-44640252239,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
KALI CHARAN NIGAM INSTITUTE OF TECHNOLOGY,Private-Self Financing,"NARAINI ROAD, BANDA",Banda,Uttar Pradesh,,1-44642624413,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
"RAJKIYA ENGINEERING COLLEGE, BANDA",Government,"RAJKIYA ENGINEERING COLLEGE, ATARRA,BANDA 210201",Banda,Uttar Pradesh,210201,1-44638113592,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
EMERALD-9 INSTITUTE OF MANAGEMENT AND TECHNOLOGY,Private-Self Financing,"11TH KM STONE, LUCKNOW-DEVA ROAD",Barabanki,Uttar Pradesh,,1-44640239352,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
GOKARAN NARVADESHWAR INSTITUTE OF TECHNOLOGY AND MANAGEMENT,Private-Self Financing,"VILLAGE-TINDOLA 12 KM STONE,LUCKNOW-DEWA ROAD BARABANKI",Barabanki,Uttar Pradesh,,1-44642715275,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
GOVERNMENT POLYTECHNIC BARABANKI,Government,JAHANGIRABAD RD. SOMMIYANAGAR BARABANKI,Barabanki,Uttar Pradesh,,1-44640149102,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
GOVERNMENT POLYTECHNIC JAMUNIA DEEH HARAKH (BARABANKI),Government,GOVERNMENT POLYTECHNIC JAMUNIA DEEH HARAKH BARABANKI,Barabanki,Uttar Pradesh,,1-44638843558,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
"GOVERNMENT POLYTECHNIC,KURSI ROAD,BARABANKI",Government,KURSI ROAD FATEHPUR BARABANKI,Barabanki,Uttar Pradesh,,1-44641060943,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
JAHANGIRABAD EDUCATIONAL TRUST GROUP OF INSTITUTIONS,Private-Self Financing,"JAHANGIRABAD FORT, JAHANGIRABAD,BARABANKI,UP-225203",Barabanki,Uttar Pradesh,225203,1-44641969492,N,Y,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
M D COLLEGE OF TECHNOLOGY AND MANAGEMENT,Private-Self Financing,AMARSANDA KURSI ROAD,Barabanki,Uttar Pradesh,,1-44644329669,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
SAGAR INSTITUTE OF TECHNOLOGY & MANAGEMENT,Private-Self Financing,"6TH KM STONE, FAIZABAD ROAD, BARABANKI.",Barabanki,Uttar Pradesh,,1-44639421385,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
SETH VISHAMBHAR NATH INSTITUTE OF ENGINEERING & TECHNOLOGY,Private-Self Financing,"19TH KM MILE STONE DANIYAL PUR, SAFEDABAD. BARABANKI-225003",Barabanki,Uttar Pradesh,225003,1-44639435204,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
A.N.A COLLEGE OF ENGINEERING AND MANAGEMENT STUDIES,Private-Self Financing,"VILLAGE KURTARA , AGRAS ROAD, BEHIND RUBBER FACTORY P.O. BHITAURA BAREILLY - 243501 U.P.",Bareilly,Uttar Pradesh,243501,1-44641721247,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
A.N.A COLLEGE OF MANAGEMENT STUDIES,Private-Self Financing,AGRAS ROAD  BEHIND RUBER FACTORY,Bareilly,Uttar Pradesh,,1-44638505728,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
"BUSINESS ADMN., MJP ROHILKHAND UNIVERSITY, BAREILLY",Government,"MJP ROHILKHAND UNIVERSITY, PILIBHIT BYEPASS ROAD,  BAREILLY",Bareilly,Uttar Pradesh,,1-44641472891,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
"DEPARTMENT OF HOTEL MANAGEMENT & CATERING TECHNOLOGY, MJP ROHILKHAND UNIVERSITY, BAREILLY",Government,"MJP ROHILKHAND UNIVERSITY, PILIBHIT BYEPASS ROAD, BAREILLY",Bareilly,Uttar Pradesh,,1-44639738858,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
"DEPT. OF C.S.I.T.,  MJP ROHILKHAND UNIVERSITY",State Government University,"PILIBHIT BY PASS ROAD, BAREILLY (U.P.)",Bareilly,Uttar Pradesh,,1-44642840304,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
GOVERNMENT POLYTECHNIC BAREILLY,Government,C. B. GANJ,Bareilly,Uttar Pradesh,,1-44639759946,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
GOVERNMENT POLYTECHNIC FARIDPUR BAREILLY,Government,BHUTA FARIDPUR BAREILLY,Bareilly,Uttar Pradesh,,1-44754190324,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
GOVERNMENT POLYTECHNIC ROORKEE BAHERI  BAREILLY,Government,GOVT.POLY.ROORKEE BAHERI BAREILLY,Bareilly,Uttar Pradesh,,1-44638192303,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
GOVT. GIRLS POLYTECHNIC BAREILLY,Government,"C.B. GANJ, RAMPUR ROAD, N.H. 24, BAREILLY U.P.",Bareilly,Uttar Pradesh,,1-44640262712,Y,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
"INSTITUTE OF ENGINEERING & TECHNOLOGY, MJP ROHILKHAND UNIVERSITY",State Government University,PILIBHIT BY PASS ROAD,Bareilly,Uttar Pradesh,,1-44640672373,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
JAMUNA PRASAD MEMORIAL COLLEGE,Private-Self Financing,BHAIRPURA KHAJURIYA NAINITAL ROAD BAREILLY,Bareilly,Uttar Pradesh,,1-44645016573,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
KCMT CAMPUS 2 PREM PRAKASH GUPTA INSTITUTE OF ENGINEERING,Private-Self Financing,"16.1 KM.STONE, BAREILLY LUCKNOW ROAD",Bareilly,Uttar Pradesh,,1-44638600217,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
KHANDELWAL COLLEGE OF MANAGEMENT SCIENCE & TECHNOLOGY (MBA),Private-Self Financing,"VILL.KALAPUR,IZATNAGAR,BAREILLY",Bareilly,Uttar Pradesh,,1-44640401316,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
KHANDELWAL COLLEGE OF MANAGEMENT SCIENCE AND TECHNOLOGY,Private-Self Financing,14TH KM KALAPUR PILIBHIT ROAD,Bareilly,Uttar Pradesh,,1-44644364337,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
KHANDELWAL COLLEGE OF MANAGEMENT SCIENCE AND TECHNOLOGY (MCA),Private-Self Financing,"VILLAGE- KALAPUR,IZATNAGAR, BAREILLY",Bareilly,Uttar Pradesh,,1-44642011511,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
LOTUS INSTITUTE OF MANAGEMENT,Private-Self Financing,"16 KM, BAREILLY-LUCKNOW ROAD P.O. RAJAU BAREILLY-243123",Bareilly,Uttar Pradesh,243123,1-44641107120,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
MAHARAJA AGRASEN MAHAVIDYALAYA,Private-Self Financing,"NH-24, VILL RAJAU PARASPUR, OPP TRANSPORT NAGAR",Bareilly,Uttar Pradesh,,1-44644415039,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
RAJSHREE INSTITUTE OF MANAGEMENT & TECHNOLOGY,Private-Self Financing,"VILLAGE-LABHERA TEHSIL-NAWABGANJ,BAREILLY",Bareilly,Uttar Pradesh,,1-44641986757,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
"RAKSHPAL BAHADUR COLLEGE OF ENGINEERING & TECHNOLOGY, BAREILLY",Private-Self Financing,"NEAR ITBP, BUKHARA TURN, BADAUN ROAD, BAREILLY - 243001 (U.P.)",Bareilly,Uttar Pradesh,243001,1-44642072034,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
RAKSHPAL BAHADUR MANAGEMENT INSTITUTE BAREILLY,Private-Self Financing,NEAR ITBP BUKHARA TURN BUDAUN ROAD,Bareilly,Uttar Pradesh,,1-44644033353,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
"RAKSHPAL BAHADUR MANAGEMENT INSTITUTE, BAREILLY (MBA)",Private-Self Financing,"NEAR ITBP, BUKHARA TURN, BADAUN ROAD, BAREILLY - 243001 (U.P.)",Bareilly,Uttar Pradesh,243001,1-44641973363,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
"RAKSHPAL BAHADUR MANAGEMENT INSTITUTE, BAREILLY (MCA)",Private-Self Financing,"NEAR ITBP, BUKHARA TURN, BADAUN ROAD, BAREILLY - 243001 (U.P.)",Bareilly,Uttar Pradesh,243001,1-44643256160,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
"SHRI RAM MURTI SMARAK COLLEGE OF ENGINEERING & TECHNOLOGY, BAREILLY",Private-Self Financing,"RAM MURTI PURAM VILL: GHANGHORA GHANGHORI 13 KM, BAREILLY-NAINITAL ROAD BAREILLY (U.P.)",Bareilly,Uttar Pradesh,,1-44640303937,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
"SHRI RAM MURTI SMARAK COLLEGE OF ENGINEERING, TECHNOLOGY & RESEARCH",Private-Self Financing,"RAM MURTI PURAM,  PRAHLADPUR, 13KM. BAREILLY NAINITAL ROAD, BAREILLY- 243202",Bareilly,Uttar Pradesh,243202,1-44640389339,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
SHRI SIDDHI VINAYAK  POLYTECHNIC,Private-Self Financing,"10 K.M STONE OPP. RELIANCE PETROL PUMP ,  NAINITAL ROAD , BAREILLY",Bareilly,Uttar Pradesh,,1-44641108580,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
SHRI SIDDHI VINAYAK INSTITUTE OF MANAGEMENT,Private-Self Financing,"DOHNA PEETAMRAI,NANITAL ROAD",Bareilly,Uttar Pradesh,,1-44638435803,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
SHRI SIDDHI VINAYAK INSTITUTE OF MANAGEMENT,Private-Self Financing,"DOHNA PEETAMRAI, NANITAL ROAD",Bareilly,Uttar Pradesh,,1-44643856280,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
SHRI SIDDHI VINAYAK INSTITUTE OF TECHNOLOGY,Private-Self Financing,DOHNA PITAMRAI NEAR DHONA RAILWAY STATION  P.O BHOJIPURA DISTT BAREILLY 243002,Bareilly,Uttar Pradesh,243002,1-44643304893,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
UTKARSH COLLEGE OF MANAGEMENT EDUCATION,Private-Self Financing,"8.5 KM, RAMPUR ROAD",Bareilly,Uttar Pradesh,,1-44641477176,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
GOVERNMENT GIRLS POLYTECHNIC BASTI,Government,"HATHIYAGARH, BASTI, U.P.",Basti,Uttar Pradesh,,1-44753129534,Y,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
GOVT. POLYTECHNIC BASTI,Government,BANSI ROAD HATHIAGARH BASTI,Basti,Uttar Pradesh,,1-44639707241,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
GOVT. POLYTECHNIC CHHABILHAKHOR SADAR BASTI,Government,GOVT. POLYTECHNIC CHHABILHAKHOR BASTI,Basti,Uttar Pradesh,,1-44640313650,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
INSTITUTE OF COMPUTER,Private-Self Financing,INFRONT OF SALES TAX OFFICE KATRA CHUNGI POST ITI DISTT BASTI-272001,Basti,Uttar Pradesh,272001,1-44644583798,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
RAJKIYA ENGINEERING COLLEGE BASTI,Government,"BANSI ROAD, BASTI",Basti,Uttar Pradesh,,1-44644942791,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
GOVERNMENT POLYTECHNIC CHANDAUSI,Government,"ITI CAMPUS, CHANDAUSI",Bhimnagar (Sambhal),Uttar Pradesh,,1-44639902125,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
DISHA INSTITUTE OF SCIENCE & TECHNOLOGY,Private-Self Financing,"NEHTAUR ROAD,VILL-MOJAMPUR-JAITRA DHAMPUR",Bijnor,Uttar Pradesh,,1-44641976423,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
